_id,Country,Project Name,Type,Status,Capacity (MW),Year of Completion,Country list of Sponsor/Developer,Sponsor/Developer Company,Country list of Lender/Financier,Lender/Financier Company,Country list of Construction/EPC,Construction Company/EPC Participant,Country_1,Province/State,District,Tributary,Latitude,Longitude,Proximity,Avg. Annual Output (MWh),Data Source,Announcement/More Information,Link,the_geom
494,Laos,Xe Nam Noy 5,Hydro,Planned,20,2022,,,,,,,Laos,Attapu,Xaysetha,Sekong,15.1785,106.734,,,WLE Mekong,https://wle-mekong.cgiar.org,,0101000020E6100000D044D8F0F4AE5A40CF66D5E76A5B2E40
495,Laos,Xe Pon 3,Hydro,Planned,47.6,2020,,,,,,,Laos,Saravan,Samuoi,Xe Banghiang,16.3028,106.838,,,WLE Mekong,https://wle-mekong.cgiar.org,,0101000020E6100000D93D7958A8B55A4004E275FD824D3040
496,Laos,Xedon 2,Hydro,Planned,54,2021,,,,,,,Laos,Saravan,Vapy,Xe Don,15.7095,106.067,,,WLE Mekong,https://wle-mekong.cgiar.org,,0101000020E6100000B81E85EB51845A40ECC039234A6B2F40
497,Vietnam,Muong Muon (Thủy điện Mường Mươn),Hydro,Planned,22,2022,Vietnam,Công ty cổ phần Năng lượng Điện Biên Sông Hồng,,,,,Vietnam,Điện Biên,Mường Chà,Black-Li Xian,21.7525,103.038,"Actual location unknown, currently sited at locality in link/announcement",79000,Sponsor Website,https://vi.wikipedia.org/wiki/Th%E1%BB%A7y_%C4%91i%E1%BB%87n_M%C6%B0%E1%BB%9Dng_M%C6%B0%C6%A1n,https://giaoducthoidai.vn/thoi-su/thuy-dien-muong-muon-dien-bien-khoi-cong-vao-phut-chot-3972442-b.html,0101000020E6100000A60A462575C259400DE02D90A0C03540
498,Cambodia,Sambor,Hydro,Postponed,2600,2020,China; Cambodia,"Hydrolancang International Energy Co. (China), Royal Group (Cambodia)",China; Cambodia,Hydrolancang International Energy Co. (China); Royal Group (Cambodia),China,Hydrolancang International Energy Co. (China),Cambodia,Kratié,Sambour,Mekong Mainstream - Lower,12.7685,105.947,,,OpenDevelopment,https://wle-mekong.cgiar.org/; https://www.internationalrivers.org/sites/default/files/attached-files/mekong_mainstream_damsupdate_2017_english.pdf; https://www.voacambodia.com/a/cambodian-official-no-new-dams-planned-for-mekong-mainstream-before-2030/53,https://www.internationalrivers.org/sites/default/files/attached-files/mekong_mainstream_damsupdate_2017_english.pdf,0101000020E61000005BB1BFEC9E7C5A40B6F3FDD478892940
499,Cambodia,Stung Cheay Areng Dam,Hydro,Postponed,108,,China,Power Construction Corp,China,China EXIM Bank (China),China,Power Construction Corp (China),Cambodia,Koh Kong,Kaoh Kong,Coastal Rivers Koh Kong,11.5182,103.424,,,OpenDevelopment,https://www.rfa.org/english/news/cambodia/cambodias-dam-troubles-power-woes-05082019163551.html; http://www.mekongcommons.org/cambodias-areng-indigenous-community-fight-for-land-and-identity/,,0101000020E610000057EC2FBB27DB59400C93A98251092740
500,Myanmar,Tawog Hka,Hydro,Potential,50,,,,,,,,,Kachin,Myitkyina,Chindwin,26.3097,96.5299,,,International Finance Corporation,https://www.ifc.org/wps/wcm/connect/industry_ext_content/ifc_external_corporate_site/hydro+advisory/resources/sea+of+the+hydropower+sector+in+myanmar+resources+page,,0101000020E61000006B48DC63E921584011FFB0A5474F3A40
501,Myanmar,Ta Rung Hka,Hydro,Potential,150,,,,,,,,,Kachin,Myitkyina,Chindwin,26.718,96.4683,,,International Finance Corporation,https://www.ifc.org/wps/wcm/connect/industry_ext_content/ifc_external_corporate_site/hydro+advisory/resources/sea+of+the+hydropower+sector+in+myanmar+resources+page,,0101000020E6100000CEC29E76F81D58406094A0BFD0B73A40
502,Myanmar,Ta Nai Hka,Hydro,Potential,15,,,,,,,,,Kachin,Myitkyina,Chindwin,26.2942,96.9501,,,International Finance Corporation,https://www.ifc.org/wps/wcm/connect/industry_ext_content/ifc_external_corporate_site/hydro+advisory/resources/sea+of+the+hydropower+sector+in+myanmar+resources+page,,0101000020E61000005B25581CCE3C5840014D840D4F4B3A40
503,Myanmar,Thauk Ye Khat 1,Hydro,Potential,150,,,,,,,,,Kayin,,Sittaung,18.9386,96.7196,,,International Finance Corporation,https://www.ifc.org/wps/wcm/connect/industry_ext_content/ifc_external_corporate_site/hydro+advisory/resources/sea+of+the+hydropower+sector+in+myanmar+resources+page,,0101000020E6100000AB5AD2510E2E58406473D53C47F03240
504,Myanmar,Yunzalin,Hydro,Potential,100,,,,,,,,,Kayin,Panan,Thanlwin,18.295,97.3408,,,International Finance Corporation,https://www.ifc.org/wps/wcm/connect/industry_ext_content/ifc_external_corporate_site/hydro+advisory/resources/sea+of+the+hydropower+sector+in+myanmar+resources+page,,0101000020E61000009609BFD4CF555840CFA0A17F824B3240
505,Myanmar,Lam Pha,Hydro,Potential,19.5,,,,,,,,,Kayin,Kawareik,Thanlwin,16.305,98.3488,,,International Finance Corporation,https://www.ifc.org/wps/wcm/connect/industry_ext_content/ifc_external_corporate_site/hydro+advisory/resources/sea+of+the+hydropower+sector+in+myanmar+resources+page,,0101000020E6100000FA0D130D52965840DD9733DB154E3040
506,Myanmar,Mi Chaung,Hydro,Potential,200,,,,,,,,,Chin,Mindat,Rakhine,21.3342,93.0735,,,International Finance Corporation,https://www.ifc.org/wps/wcm/connect/industry_ext_content/ifc_external_corporate_site/hydro+advisory/resources/sea+of+the+hydropower+sector+in+myanmar+resources+page,,0101000020E6100000D95A5F24B444574094BF7B478D553540
507,Myanmar,U Yu Chaung,Hydro,Potential,12,,,,,,,,,Sagaing,Hkamti,Chindwin,24.8659,95.2944,,,International Finance Corporation,https://www.ifc.org/wps/wcm/connect/industry_ext_content/ifc_external_corporate_site/hydro+advisory/resources/sea+of+the+hydropower+sector+in+myanmar+resources+page,,0101000020E61000006EFB1EF5D7D257405F09A4C4AEDD3840
508,Myanmar,Thein Kun Chaung,Hydro,Potential,25,,,,,,,,,Tanintharyi,Myeik,Tanintharyi,11.7699,99.3312,,,International Finance Corporation,https://www.ifc.org/wps/wcm/connect/industry_ext_content/ifc_external_corporate_site/hydro+advisory/resources/sea+of+the+hydropower+sector+in+myanmar+resources+page,,0101000020E610000063D1747632D55840022D5DC1368A2740
509,Myanmar,Tha Gyet Chaung,Hydro,Potential,20,,,,,,,,,Tanintharyi,,Tanintharyi,12.1329,99.2272,,,International Finance Corporation,https://www.ifc.org/wps/wcm/connect/industry_ext_content/ifc_external_corporate_site/hydro+advisory/resources/sea+of+the+hydropower+sector+in+myanmar+resources+page,,0101000020E61000004E7B4ACE89CE5840D789CBF10A442840
510,Myanmar,Glohong Kra,Hydro,Potential,40,,,,,,,,,Tanintharyi,,Tanintharyi,10.7752,98.8583,,,International Finance Corporation,https://www.ifc.org/wps/wcm/connect/industry_ext_content/ifc_external_corporate_site/hydro+advisory/resources/sea+of+the+hydropower+sector+in+myanmar+resources+page,,0101000020E6100000CD57C9C7EEB658403621AD31E88C2540
511,Myanmar,Myet Taw Chaung,Hydro,Potential,10,,,,,,,,,Kayin,Kawareik,Thanlwin,15.682,97.9158,,,International Finance Corporation,https://www.ifc.org/wps/wcm/connect/industry_ext_content/ifc_external_corporate_site/hydro+advisory/resources/sea+of+the+hydropower+sector+in+myanmar+resources+page,,0101000020E6100000336C94F59B7A58404606B98B305D2F40
512,Myanmar,Mindon,Hydro,Potential,18,,,,,,,,,Magway,Thayet,Ayeyarwady,19.3709,94.7129,,,International Finance Corporation,https://www.ifc.org/wps/wcm/connect/industry_ext_content/ifc_external_corporate_site/hydro+advisory/resources/sea+of+the+hydropower+sector+in+myanmar+resources+page,,0101000020E61000008B1BB7989FAD5740D769A4A5F25E3340
513,Myanmar,Than Dwe,Hydro,Potential,39,,,,,,,,,Rakhine,Thandwe,Rakhine,18.3861,94.4939,,,International Finance Corporation,https://www.ifc.org/wps/wcm/connect/industry_ext_content/ifc_external_corporate_site/hydro+advisory/resources/sea+of+the+hydropower+sector+in+myanmar+resources+page,,0101000020E6100000755B22179C9F5740F08B4B55DA623240
514,Myanmar,Kyein Ta Li,Hydro,Potential,28,,,,,,,,,Rakhine,,Rakhine,17.95,94.5765,,,International Finance Corporation,https://www.ifc.org/wps/wcm/connect/industry_ext_content/ifc_external_corporate_site/hydro+advisory/resources/sea+of+the+hydropower+sector+in+myanmar+resources+page,,0101000020E61000007978CF81E5A45740BCCE86FC33F33140
515,Myanmar,Nam Hkok,Hydro,Potential,30,,,,,,,,,Shan,Mong Hsat,Mekong,20.1963,99.3467,,,International Finance Corporation,https://www.ifc.org/wps/wcm/connect/industry_ext_content/ifc_external_corporate_site/hydro+advisory/resources/sea+of+the+hydropower+sector+in+myanmar+resources+page,,0101000020E610000047205ED72FD65840A8FE412443323440
516,Myanmar,Saing Din,Hydro,Potential,76.5,,,,,,,,,Rakhine,,Rakhine,20.8938,92.6522,,,International Finance Corporation,https://www.ifc.org/wps/wcm/connect/industry_ext_content/ifc_external_corporate_site/hydro+advisory/resources/sea+of+the+hydropower+sector+in+myanmar+resources+page,,0101000020E6100000FEB5BC72BD29574001DA56B3CEE43440
517,Myanmar,Sar Ra Wa Chaung,Hydro,Potential,11,,,,,,,,,Tanintharyi,,Tanintharyi,12.8294,98.9817,,,International Finance Corporation,https://www.ifc.org/wps/wcm/connect/industry_ext_content/ifc_external_corporate_site/hydro+advisory/resources/sea+of+the+hydropower+sector+in+myanmar+resources+page,,0101000020E6100000B75D68AED3BE58405D363AE7A7A82940
518,Cambodia,Sekong,Hydro,Planned,148,,Vietnam,EVN (Vietnam),,,,,Cambodia,Stung Treng,Siem Pang,,13.5456,106.07,,,OpenDevelopment,https://www.internationalrivers.org/sites/default/files/attached-files/3s_rivers_english.pdf,,0101000020E6100000FF21FDF675845A4065AA605452172B40
519,Thailand,Ban Chan De Hydropower Plant,Hydro,Under Construction,18,2020,Thailand,EGAT (Thailand),,,,,Thailand,Kanchanaburi,Muang Kanchanaburi,Nam Mae Khlong Mainstem,14.1881,99.3091,"Actual location unknown, currently sited at locality in link/announcement",,Electricity Generating Authority of Thailand,,,0101000020E6100000AB7823F3C8D35840381092054C602C40
520,Thailand,Chulabhorn Downstream Hydropower Project,Hydro,Under Construction,1.25,2018,Thailand,EGAT (Thailand),,,,,Thailand,Chaiyaphum,Khon San,Mun-Chi,16.5363,101.65,,,Electricity Generating Authority of Thailand,,,0101000020E61000009A999999996959406FD39FFD48893040
521,Thailand,Klong Tron Hydropower Plant,Hydro,Under Construction,2.5,2018,Thailand,EGAT (Thailand),,,,,Thailand,Uttaradit,Nam Pat,Nan,17.7861,100.728,,,Electricity Generating Authority of Thailand,https://www.egat.co.th/en/information/power-plants-and-dams?view=article&id=483,,0101000020E61000008AB0E1E9952E5940D313967840C93140
522,Thailand,Srinagarind Renovation Hydropower Project,Hydro,Under Construction,360,2019,Thailand,EGAT,,,,,Thailand,Kanchanaburi,Si Sawat,Nam Mae Khlong Mainstem,14.4086,99.1283,,,Electricity Generating Authority of Thailand,https://www.egat.co.th/en/information/power-plants-and-dams?view=article&id=60,,0101000020E61000002046088F36C858401AA3755435D12C40
523,Cambodia,Stung Pursat I,Hydro,Under Construction,80,2023,South Korea; China; Cambodia,SPHP Co. Ltd.,,,,,Cambodia,Pursat,Veal Veaeng,Steng Pursat,12.2863,103.295,,,OpenDevelopment,https://www.voacambodia.com/a/villagers-in-pursat-risk-losing-everything-to-dam-development/4876663.html; https://www.phnompenhpost.com/business/new-231m-pursat-dam-built;,,0101000020E610000090A0F831E6D259406DFFCA4A93922840
524,Myanmar,Baluchaung (Upper),Hydro,Under Construction,30.4,,Myanmar,"Neo Energy Oasis Development Co., Ltd. (Myanmar)",,,Japan,"Nippon Koei Co., Ltd (Project Participant) (Japan)",Myanmar,Shan,Taunggye,Nam Pawn,20.4846,96.7819,,,Myanmar Institute for Peace and Security,https://www.ifc.org/wps/wcm/connect/07b1eba5-9c63-4f7c-8674-d463732a0395/Copy+of+18+02+07+MYA+SEA+HP+Database+WB-IFC.xlsx?MOD=AJPERES,,0101000020E6100000A7052FFA0A325840F9F719170E7C3440
525,Myanmar,Deedoke (Deedote),Hydro,Under Construction,66,,Austria; Japan; Myanmar,"Andritz Hydro GmbH, Kansai Electric Power Co., Shwe Taung Group",,,,,Myanmar,Mandalay,Kyaukse,Myitnge,21.6872,96.4045,,,Myanmar Institute for Peace and Security,https://frontiermyanmar.net/en/hydropower-is-back,,0101000020E6100000922232ACE219584080D4264EEEAF3540
526,Myanmar,Keng Tawng (Upper),Hydro,Under Construction,51,2020,Myanmar,MOEP (Myamar),,,,,Myanmar,Shan,Loilen,Nam Teng,20.7456,98.1841,,,Myanmar Institute for Peace and Security,https://www.ifc.org/wps/wcm/connect/07b1eba5-9c63-4f7c-8674-d463732a0395/Copy+of+18+02+07+MYA+SEA+HP+Database+WB-IFC.xlsx?MOD=AJPERES,,0101000020E61000002F8B89CDC78B58403B8DB454DEBE3440
527,Myanmar,Nam Paw,Hydro,Under Construction,20,,Myanmar,Great Hor Kham Co.,,,,,Myanmar,Shan,Muse,Nam Paw,23.9443,97.911,,,International Finance Corporation,https://www.ifc.org/wps/wcm/connect/3f136d35-74fe-4601-90f8-4a03c4d22a2b/Chapter+2_SEA+Baseline+Assessment_Hydropower.pdf?MOD=AJPERES; https://www.ifc.org/wps/wcm/connect/07b1eba5-9c63-4f7c-8674-d463732a0395/Copy+of+18+02+07+MYA+SEA+HP+Database+WB-IFC.xl,,0101000020E6100000FCA9F1D24D7A5840FD4D2844C0F13740
528,Myanmar,Shweli-3,Hydro,Under Construction,670,,Myanmar,MOEP (Myanmar),,,France; Japan; Myanmar,"Electricité du France (EdF), Marubeni Corporation, Myanmar Ayeyar Hinthar Company",Myanmar,Shan,Kyaukme,Shweli,23.3305,96.8029,,,Myanmar Institute for Peace and Security,"https://www.mmtimes.com/news/shan-state-hydropower-project-permitted-proceed.html, https://www.ifc.org/wps/wcm/connect/07b1eba5-9c63-4f7c-8674-d463732a0395/Copy+of+18+02+07+MYA+SEA+HP+Database+WB-IFC.xlsx?MOD=AJPERES",,0101000020E61000000FD1E80E623358406AFB57569A543740
529,Myanmar,Thahtay,Hydro,Under Construction,111,,Myanmar,MOEP,China,China EXIM Bank (China); China Development Bank (China),,,Myanmar,Rakhine,Thandwe,Coastal Rivers South Rakhine,18.64,94.381,"Actual location unknown, currently sited at locality in link/announcement",,Myanmar Institute for Peace and Security,https://www.ifc.org/wps/wcm/connect/07b1eba5-9c63-4f7c-8674-d463732a0395/Copy+of+18+02+07+MYA+SEA+HP+Database+WB-IFC.xlsx?MOD=AJPERES,,0101000020E6100000AAF1D24D62985740A4703D0AD7A33240
530,Myanmar,Yeywa (Upper),Hydro,Under Construction,280,2021,Myanmar,MOEP,,,Switzerland; France; Myanmar,"STUCKY SA (Switzerland), IPGRB (Myanmar, France)",Myanmar,Shan,Taunggye,Myitnge,22.2423,97.1011,,,Myanmar Institute for Peace and Security,https://www.ifc.org/wps/wcm/connect/66f33498-296f-49df-ab07-06c48b10d14d/Chapter+2_SEA+Baseline+Assessment_Hydropower.pdf?MOD=AJPERES; https://www.ifc.org/wps/wcm/connect/07b1eba5-9c63-4f7c-8674-d463732a0395/Copy+of+18+02+07+MYA+SEA+HP+Database+WB-IFC.xl,,0101000020E61000005114E813794658404BCD1E68053E3640
531,Myanmar,Buywa,Hydro,Under Construction,42,2018,Myanmar,MOALI,,,,,Myanmar,Magway,Minbu,Ayeyarwady,20.6581,94.1508,,,International Finance Corporation,https://www.ifc.org/wps/wcm/connect/industry_ext_content/ifc_external_corporate_site/hydro+advisory/resources/sea+of+the+hydropower+sector+in+myanmar+resources+page,,0101000020E6100000168A743FA7895740C3EFA65B76A83440
532,Myanmar,Mali,Hydro,Under Construction,11,2006,Myanmar,Buga Co.,,,,,Myanmar,Kachin,Myitkyina,Ayeyarwady,24.9846,97.6135,,,International Finance Corporation,https://www.ifc.org/wps/wcm/connect/industry_ext_content/ifc_external_corporate_site/hydro+advisory/resources/sea+of+the+hydropower+sector+in+myanmar+resources+page,,0101000020E61000002506819543675840B24B546F0DFC3840
533,Laos,Nam Khan 1,Hydro,Under Construction,101.8,2019,,,,,,,Laos,Louangphrabang,Phonxay,Nam Khan,19.7829,102.796,,,WLE Mekong,https://wle-mekong.cgiar.org,,0101000020E6100000F4FDD478E9B25940B858518369C83340
534,Laos,Nam Pot 1,Hydro,Under Construction,20,,,,,,,,Laos,Xiangkhoang,Phaxay,Nam Ngiep,19.1372,103.309,,,WLE Mekong,https://wle-mekong.cgiar.org,,0101000020E61000007958A835CDD35940975643E21E233340
535,Laos,Xe Nam Noy 2-Xe Katam 1,Hydro,Under Construction,19.8,,Laos; Thailand,"Xe Namnoy and Xe Katam Hydropower Co., joint venture between SV Group and B. Grimm Power Pcl",,,,,Laos,Champasak,Paksong,Sekong,15.1112,106.627,"Actual location unknown, currently sited at locality in link/announcement",,WLE Mekong,"https://wle-mekong.cgiar.org, https://csenergycompany.com/power-plants-in-operation/, https://cdm.unfccc.int/filestorage/Z/9/C/Z9CFOGMD15JBWA2S3NRELHXIU48Y6Q/PDD%20Ver.02.0_Xe%20Namnoy%202%20-%20Xe%20Katam%201?t=VnB8cHhsMWxhfDCMKh1D_fSGUotMtutJbs-_",,0101000020E6100000AA60545227A85A40293FA9F6E9382E40
536,Vietnam,Long Tao (Thủy điện Long Tạo),Hydro,Under Construction,42,2020,Vietnam,Long Tao Dien Bien JSC,,,Vietnam,SONG DA 5 JOINT STOCK COMPANY,Vietnam,Điện Biên,Tuần Giáo,Black-Li Xian,21.7139,103.22,,,Sponsor Website,https://songda5.com.vn/en/project/long-tao-hydropower-project.html,,0101000020E6100000E78C28ED0DCE59402DEC6987BFB63540
537,Vietnam,Nam Ban 1 (Thủy điện Nậm Ban 1),Hydro,Under Construction,6.3,2019,Vietnam,CTCP ĐTXD; TM Hưng Hải - Tập đoàn Hưng Hải,,,,,Vietnam,Lai Châu,Sìn Hồ,Black-Li Xian,22.33,103.169,,,Wikipedia,https://vi.wikipedia.org/wiki/Th%E1%BB%A7y_%C4%91i%E1%BB%87n_N%E1%BA%ADm_Ban,,0101000020E61000003B70CE88D2CA59408655BC9179543640
538,Vietnam,Nam Ban 2 (Thủy điện Nậm Ban 2),Hydro,Under Construction,22,2018,Vietnam,CTCP ĐTXD; TM Hưng Hải - Tập đoàn Hưng Hải,,,,,Vietnam,Lai Châu,Nậm Nhùn,Black-Li Xian,22.3814,103.14,,,Wikipedia,https://vi.wikipedia.org/wiki/Th%E1%BB%A7y_%C4%91i%E1%BB%87n_N%E1%BA%ADm_Ban,,0101000020E61000008CB96B09F9C859403659A31EA2613640
539,Vietnam,Nam Ban 3 (Thủy điện Nậm Ban 3),Hydro,Under Construction,22,2018,Vietnam,CTCP ĐTXD; TM Hưng Hải - Tập đoàn Hưng Hải,,,,,Vietnam,Lai Châu,Nậm Nhùn,Black-Li Xian,22.3619,103.174,,,Wikipedia,https://vi.wikipedia.org/wiki/Th%E1%BB%A7y_%C4%91i%E1%BB%87n_N%E1%BA%ADm_Ban,,0101000020E6100000DE02098A1FCB5940F870C971A75C3640
540,Vietnam,Nam Pac (Thủy điện Nậm Pạc),Hydro,Under Construction,34,2020,Vietnam,tập đoàn KOSY,,,,,Vietnam,Lai Châu,Phong Thổ,Black-Li Xian,22.521,103.472,,,Sponsor Website,https://vi.wikipedia.org/wiki/Th%E1%BB%A7y_%C4%91i%E1%BB%87n_N%E1%BA%ADm_P%E1%BA%A1c,http://kosy.vn/du-an/nha-may-thuy-dien-nam-pac-1-7.html,0101000020E610000091ED7C3F35DE594068E89FE062853640
541,Vietnam,Nam Pan 5 (Thủy điện Nậm Pàn 5),Hydro,Under Construction,32,,,,,,,,Vietnam,Nghệ An,Con Cuông,Song Ca,19.2008,104.969,"Actual location unknown, currently sited at locality in link/announcement",,Vietnam Electricity,https://en.evn.com.vn/userfile/User/huongbtt/files/2018/1/Quyetinh95CUCDTDL2017.pdf,,0101000020E6100000832F4CA60A3E5A4088BA0F406A333340
542,Vietnam,Nam Si Luong 1 (Thủy điện Nậm Sì Lường 1),Hydro,Under Construction,30,2019,Vietnam,Công ty Cổ phần thủy điện Nậm Sì Lường 1,Vietnam,Ngân hàng Thương mại cổ phần Đầu tư và Phát triển Việt Nam (Vietnam),,,Vietnam,Lai Châu,Mường Tè,Black-Li Xian,22.4438,102.663,,,Vietnam Electricity,https://vi.wikipedia.org/wiki/Th%E1%BB%A7y_%C4%91i%E1%BB%87n_N%E1%BA%ADm_S%C3%AC_L%C6%B0%E1%BB%9Dng,https://baolaichau.vn/kinh-t%E1%BA%BF/n%E1%BB%97-l%E1%BB%B1c-%C4%91%E1%BA%A9y-nhanh-ti%E1%BA%BFn-%C4%91%E1%BB%99-tri%E1%BB%83n-khai-c%C3%A1c-d%E1%BB%B1-%C3%A1n?page=0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C4,0101000020E6100000F5DBD78173AA5940FDF675E09C713640
543,Vietnam,Nam Si Luong 3 (Thủy điện Nậm Sì Lường 3),Hydro,Under Construction,21,2020,Vietnam,Công ty cổ phần Sông Đà 705 (Vietnam),Vietnam,Ngân hàng Thương mại cổ phần Đầu tư và Phát triển Việt Nam (Vietnam),,,Vietnam,Lai Châu,Mường Tè,Black-Li Xian,22.4438,102.663,,,Vietnam Electricity,https://vi.wikipedia.org/wiki/Th%E1%BB%A7y_%C4%91i%E1%BB%87n_N%E1%BA%ADm_S%C3%AC_L%C6%B0%E1%BB%9Dng,https://thuvienphapluat.vn/van-ban/bat-dong-san/Nghi-quyet-17-NQ-HDND-2019-Danh-muc-chuyen-muc-dich-su-dung-dat-trong-lua-Lai-Chau-424056.aspx,0101000020E6100000F5DBD78173AA5940FDF675E09C713640
544,Vietnam,Nam Si Luong 4 (Thủy điện Nậm Sì Lường 4),Hydro,Under Construction,20,2020,Vietnam,Công ty cổ phần Sông Đà 705 (Vietnam),Vietnam,Ngân hàng Thương mại cổ phần Đầu tư và Phát triển Việt Nam (Vietnam),,,Vietnam,Lai Châu,Mường Tè,Black-Li Xian,22.4438,102.663,,,Vietnam Electricity,https://vi.wikipedia.org/wiki/Th%E1%BB%A7y_%C4%91i%E1%BB%87n_N%E1%BA%ADm_S%C3%AC_L%C6%B0%E1%BB%9Dng,http://songda4.vn/du-an-cong-trinh/cong-trinh-lam-thau-chinh/cong-trinh-thuy-dien-nam-si-luong-4,0101000020E6100000F5DBD78173AA5940FDF675E09C713640
545,Vietnam,Nam Toong,Hydro,Under Construction,34,,Vietnam,Sa Pa Northern Electrical Development (Vietnam),,,China,"Zhejiang Hydropower Construction and Installation Co., Ltd (China)",Vietnam,Lào Cai,Sa Pa,Red Mainstem and Delta,22.2844,103.932,,,Vietnam Electricity,"https://en.evn.com.vn/userfile/User/huongbtt/files/2018/1/Quyetinh95CUCDTDL2017.pdf
 https://cdm.unfccc.int/Projects/DB/TUEV-RHEIN1343185387.3/view",,0101000020E61000006B9A779CA2FB59407FFB3A70CE483640
546,Thailand,Kang Krachan Dam Irrigation Microhydro,Hydro,Operational,0.69,,Thailand,EGAT (Thailand),,,,,Thailand,Phetchaburi,Kaeng Krachan,Mae Nam Phet Buri,12.9168,99.6303,,,UNFCCC,https://cdm.unfccc.int/Projects/DB/TUEV-RHEIN1355380179.24/view,,0101000020E6100000CEAACFD556E8584013F241CF66D52940
547,Thailand,Khlong Ruea Off-Grid Hydropower Project,Hydro,Operational,0.1,,,,,,,,Thailand,Chumphon,Phato,Nam Lang Suan,9.6833,98.6666,,,Greenhouse Gas Reduction Mechanism (GGRM),http://ghgreduction.tgo.or.th/tver-database-and-statistics/t-ver-registered-project/item/792-khlongruea-off-grid-hydropower-project.html,,0101000020E6100000DFE00B93A9AA5840AEB6627FD95D2340
548,Thailand,Mae Ngat Somboonchol Dam Irrigation Microhydro,Hydro,Operational,1.9,,Thailand,EGAT (Thailand),,,,,Thailand,Chiang Mai,Mae Taeng,Chao Phraya-Ping,19.16,99.0389,,,UNFCCC,https://cdm.unfccc.int/Projects/DB/TUEV-RHEIN1355380179.24/view,,0101000020E61000001FF46C567DC25840E2AFC91AF5283340
549,Laos,Lower Nam Ngum,Hydro,Unknown,60,,,,,,,,Laos,Vientiane [prefecture],Mayparkngum,Nam Ngum,18.1254,103.015,,,WLE Mekong,https://wle-mekong.cgiar.org,,0101000020E610000062A1D634EFC05940003ACC9717203240
550,Vietnam,Nam Ma (Thủy điện Nậm Ma),Hydro,Unknown,,,,,,,,,Vietnam,Lai Châu,Nậm Nhùn,Black-Li Xian,22.1304,103.007,"Actual location unknown, currently sited at locality in link/announcement",,,,,0101000020E6100000B1506B9A77C0594061C3D32B65213640
